semester	学期	-	
sad; upset	难过	-	
through; passed; pass; by; passes	通过	-	
grade	成绩	-	
geography	地理	-	
trust; believes; believed; believe; believe in; believing	相信	-	
No problem	没事儿	-	
glasses	眼镜	-	
minute	分钟	-	
be worrying; was sitting; lying; is lying; be lying	着	-	
sorry; I'm sorry; I am sorry	对不起	-	
yellow	黄色	-	
romantic	浪漫	-	
rose	玫瑰	-	
hold; pick; getting; takes; take; pick up; get; gets; holding; taking; took; grab; carry; have	拿	-	
back; carry	背	-	
door	门口	-	
stand; stops; stands; stop; standing; station; stations	站	-	
square	广场	-	
date	约会对象	-	
What a coincidence	好巧啊	-	
high school	高中	-	
nice to meet you	很高兴认识你	-	
giving away; deliver; delivers; give; gives away	送	-	
together; with; been together	在一起	-	
next time	下次	-	
literature	文学	-	
through; with; at; of; from; ever; since	从	-	
freshman	大一	-	
phone number	电话号码	-	
professor	教授	-	
strict	严格	-	
month	月	-	
excel; good at; is good at; excels	擅长	-	
gala	晚会	-	
event; meet	运动会	-	
calligraphy	书法	-	
might; maybe; possibly; perhaps	也许	-	
interest; interests	兴趣	-	
concert	音乐会	-	
not yet	还没有	-	
internship	实习	-	
August	八月	-	
summer vacation	暑假	-	
snowing; snows; snow; snowed	下雪	-	
lighter; light	轻	-	
coat; coats	外套	-	
boot	靴子	-	
outdoors; outdoor	户外	-	
water bottles; water bottle	水瓶	-	
backpack	背包	-	
Don't forget	别忘了	-	
camera	相机	-	
easy to use; easy-to-use	好用	-	
kilometer	公里	-	
May	五月	-	
last year	去年	-	
seat; seats	座	-	
October	十月	-	
animal	动物	-	
scary; horrible	可怕	-	
a few; some; several	几个	-	
tree	树	-	
summit	山顶	-	
so; so much; so badly; such	这么	-	
thought; feel; thinks; think; feels; feeling; think about; believe; mistaken	觉得	-	
Descending; descend; descending	下山	-	
ever	从来	-	
uncle	舅舅	-	
middle school	初中	-	
like; resemble; as; look	像	-	
cousins; cousin	表哥	-	
cousins; cousin	表妹	-	
like; same; the same; as	一样	-	
engineer	工程师	-	
Guangzhou	广州	-	
age	年龄	-	
thin	瘦	-	
brown	棕色	-	
height	个子	-	
shy	害羞	-	
cousins; cousin	表姐	-	
good humor	开朗	-	
character; personality; personalities	性格	-	
get together	聚在一起	-	
pet	宠物	-	
relationship	关系	-	
Spring Festival	春节	-	
playing; play; played	玩儿	-	
aren't interesting; uninteresting	没意思	-	
even; more; is even; are even	更	-	
sounds; sound; sounds like; sounded	听起来	-	
relax; relaxed; relaxing	放松	-	
environment	环境	-	
magazine	杂志	-	
author	作者	-	
plot; plots	情节	-	
lemon	柠檬	-	
sour	酸	-	
dessert	甜点	-	
peculiar; weird; bizarre; strange; odd	奇怪	-	
share	分享	-	
bitter	苦	-	
cream	奶油	-	
not too	不太	-	
in a bit; in a few moments; later; in a moment	一会儿	-	
Good idea	好主意	-	
art exhibition	画展	-	
jam	果酱	-	
wet market	菜市场	-	
strawberry	草莓	-	
crispier; crispy	脆	-	
banana	香蕉	-	
round	圆	-	
orange	橙子	-	
both; again; and	又	-	
onion	洋葱	-	
bag of; bag; bags	袋	-	
napa cabbage; napa cabbages	白菜	-	
jin	斤	-	
carrot	胡萝卜	-	
on sale	特价	-	
plastic bag	塑料袋	-	
no; good	不用了	-	
terrible; terrible tasting; bad	难吃	-	
know about	道	-	
recipe	菜谱	-	
Guangdong	广东	-	
simple	简单	-	
garlic	大蒜	-	
pork	猪肉	-	
oil	油	-	
grams; gram; grams of	克	-	
expired; expires; expire	过期	-	
soy sauce	酱油	-	
cut; cuts; cutting	切	-	
bottles; bottle; bottles of	瓶	-	
pot	锅	-	
pepper	胡椒粉	-	
scrambled	炒	-	
spoonful; spoon; spoonfuls	勺	-	
made; ready	好了	-	
salty	咸	-	
full	饱	-	
custom; habit; have a habit of; used to; habits; get used to; adjust	习惯	-	
band	乐队	-	
favorite; favorites	最喜欢的	-	
acting; show; perform; performs; performed; performance; act; performing; performances	表演	-	
music festival	音乐节	-	
interested	有兴趣	-	
show; shows; performance	演出	-	
vending machine	售货机	-	
hamburger	汉堡包	-	
trash can	垃圾桶	-	
hot dog	热狗	-	
stage	舞台	-	
sound	声音	-	
just; just now	刚才	-	
instruments; instrument; musical instruments	乐器	-	
applauding; clap; clapping; applause; applaud	鼓掌	-	
cry	哭	-	
come out	出来	-	
finally	终于	-	
You look	你看	-	
perfect	完美	-	
exit	出口	-	
stairs; stair	楼梯	-	
graduate student	研究生	-	
read	念	-	
child	孩子	-	
single	单身	-	
long time no see	好久不见	-	
got married; get married; married; getting married; marry; marrying	结婚	-	
work as; while; as; been; when; works as; be; after	当	-	
what's up	最近怎么样	-	
life; had; have; dr.; raw	生	-	
enjoying; enjoy; enjoyed; enjoys	享受	-	
January	一月	-	
Brazil	巴西	-	
smoke; smokes	抽烟	-	
stay up; stay up late	熬夜	-	
These years; these years	这几年	-	
snacks	夜宵	-	
quit; resigning; quits; quitting; resigned; resign	辞职	-	
Portuguese	葡萄牙语	-	
move; moved	搬家	-	
but; however; although	但是	-	
applying; applies; applications; ask for; apply; applied; application; requested	申请	-	
Asia; Asian	亚洲	-	
engineering	工程	-	
culture	文化	-	
rent	租金	-	
though; although	虽然	-	
Singapore	新加坡	-	
Australia	澳大利亚	-	
international student	留学生	-	
scholarship	奖学金	-	
German	德语	-	
tuition	学费	-	
investigating; studies; study; researches; research; researching	研究	-	
it's; it'll; it; its; that	它	-	
check	查	-	
laboratory	实验室	-	
information	信息	-	
thesis	论文	-	
annoying	烦	-	
letter of recommendation	推荐信	-	
enough	够	-	
the; it's time	该	-	
get off; getting off; got off	下车	-	
stop; off; stops; park	停	-	
going upstairs; go upstairs	上楼	-	
spilling; crashed; pair of; put; do; to; have; crash; sew; get	把	-	
box	箱子	-	
dining table	餐桌	-	
washing machine	洗衣机	-	
drawer	抽屉	-	
piece; pieces	幅	-	
hang	挂	-	
left side	左边	-	
flowerpots; flowerpot	花盆	-	
move; moving	搬	-	
basement	地下室	-	
yard	院子	-	
goodbye	再见	-	
clean up	收拾	-	
downstairs	楼下	-	
document	文件	-	
went out; does not work; out of order; broken; is broken; broke; go out	坏了	-	
errors; wrong; mistake; incorrectly; error	错误	-	
date	日期	-	
pay; posted; hair; sent; sends; post; posting; send	发	-	
secretary	秘书	-	
paper	纸	-	
print	打印	-	
headphones; headphone	耳机	-	
pass; passing	递	-	
to be off; on vacation; off	休假	-	
November	十一月	-	
project	项目	-	
success; succeeding; successes; succeeds; succeed; successful; successfully	成功	-	
on time; punctual	准时	-	
report; presentation; reports	报告	-	
suitcase	行李箱	-	
safe travels	一路平安	-	
business trip; go on business trip; on business	出差	-	
Rome	罗马	-	
what date; what date is it	几月几号	-	
do; have; having	办	-	
visa	签证	-	
moment; quarter	刻	-	
contacting; contact; reached; in touch; connection	联系	-	
reception	前台	-	
check in	入住	-	
department	部门	-	
business card	名片	-	
valid	成立	-	
client	客户	-	
news; words; message; messages	消息	-	
agree	同意	-	
childhood	童年	-	
everyone; everybody	大家	-	
Berlin	柏林	-	
director	导演	-	
experiencing; experiences; experience; experienced	经历	-	
time; times	次	-	
foreign language	外语	-	
Tokyo	东京	-	
for; support; supports; backing; supported; rooting	支持	-	
aunt	姑姑	-	
closer; closest; close	亲近	-	
appreciate; thank; thanked; please; thanks; thank you; appreciated	感谢	-	
ex-girlfriend	前女友	-	
opportunity	机会	-	
for; to; in order to; the reason why; over	为了	-	
later; afterwards; later on	后来	-	
uncle	叔叔	-	
determined; decides; decide; decisions; decided; chosen; choice; decision; deciding	决定	-	
Xi'an	西安	-	
first time	第一次	-	
lost; get lost	迷路	-	
local person; local people	本地人	-	
east	东	-	
tourist	游客	-	
next	下一	-	
Line	号线	-	
intersection	路口	-	
RMB; renminbi	人民币	-	
last name is; last name; surname	姓	-	
bank	银行	-	
SIM card	电话卡	-	
wifi	无线网	-	
dead	没电	-	
free	免费	-	
how often	多久	-	
unlucky; Unlucky	倒霉	-	
pay attention to safety	注意安全	-	
familiar	熟悉	-	
hour	小时	-	
foreigner	外国人	-	
date	约会	-	
March	三月	-	
always	总是	-	
humor; humorous	幽默	-	
laugh	笑	-	
journalist	记者	-	
seriously!; serious; seriously	认真	-	
make; earns; earn; earning	赚	-	
curious	好奇	-	
text message	短信	-	
gets up; since; get up	起	-	
love	爱	-	
leave	离开	-	
ex-boyfriend	前男友	-	
break up	分手	-	
surprised	吃惊	-	
because	因为	-	
friendly; nice	友好	-	
neighbors; sauces; families; companies; messages; lives	们	-	
last	上个	-	
good evening	晚上好	-	
musician	音乐家	-	
write	怎么写	-	
tone	声调	-	
fluent; fluently	流利	-	
non-local; Non-local; non-locals	外地人	-	
play chess; playing chess; plays chess	下棋	-	
inside; indoor; indoors	室内	-	
community center	社区中心	-	
Tai Chi	太极	-	
July	七月	-	
calendar	日历	-	
monthly	每个月	-	
each; every	每个	-	
grade	年级	-	
whole family	全家	-	
how about; what about	呢	-	
graduation; finish school; finished school; finish; graduate; finished; graduating	毕业	-	
Sun Lili	孙丽丽	-	
by myself; myself; themselves; himself; ourselves; by yourself; own; herself; itself; self	自己	-	
Madam	女士	-	
resume	简历	-	
work; make an effort; work hard; efforts; effort; hard; struggling	努力	-	
experience	经验	-	
physics	物理	-	
design; designs; designing	设计	-	
not only	不但	-	
also; but also; and; furthermore	而且	-	
Previous; previous	上一	-	
answering; answer; response; answers; respond; answered	回答	-	
employee	员工	-	
salary	工资	-	
challenge	挑战	-	
in; within	内	-	
hopeful; hoped; hopes; wishes; prefer; hope; wish; hoping; wished	希望	-	
result; results	结果	-	
September	九月	-	
thank you very much	非常感谢	-	
already	已经	-	
underneath	地下	-	
makeup; cosmetics; cosmetic	化妆品	-	
store	店	-	
service desk	服务台	-	
district; zone	区	-	
try on; fitting	试穿	-	
pink	粉色	-	
out; go; are sold	出	-	
clothing	女装	-	
check; ask for the check; have the check	结账	-	
injury; injure; get hurt; injured; hurt; injuries	受伤	-	
anyone; someone; somebody; anybody; taken	有人	-	
motorcycle	摩托车	-	
fall	摔倒	-	
ambulance	救护车	-	
band-aid; band-aids	创口贴	-	
police	警察	-	
fine; OK	还好	-	
leg	腿	-	
hear; hears; heard; listen to	听到	-	
talk; speak; spoken; talking; talked; talks; spoke; speaking; to talk	说话	-	
surgery	手术	-	
move; moved	动	-	
broken	骨折	-	
notice; informed; announcement; inform; notices	通知	-	
people; a; place	位	-	
charger	充电器	-	
rest	好好休息	-	
so	所以	-	
later; late	晚点	-	
alarm clock	闹钟	-	
cold; colds	感冒	-	
mask	口罩	-	
work from home	在家办公	-	
instant noodles	方便面	-	
appetite	没胃口	-	
cough	咳嗽	-	
degrees; temperature	度	-	
allergy; allergies; allergic	过敏	-	
sick; get sick	生病	-	
take care of; care; babysat; look after; tend	照顾	-	
next time	下次吧	-	
December	十二月	-	
stressful; stressed out	压力很大	-	
mood	心情	-	
accompany; accompanying	陪	-	
puts on makeup; put on makeup; wear makeup; wears makeup; putting on makeup	化妆	-	
lie	躺	-	
Cloakroom; cloakroom	衣帽间	-	
have a minute; available; have time	有时间	-	
counter	柜台	-	
withdraw; withdrawing	取钱	-	
appointment; reserve; book; appointments; make an appointment	预约	-	
tape	胶带	-	
photocopy; copy; make a copy of; photocopies	复印	-	
post office	邮局	-	
letters; letter; believes	信	-	
weighed; scales; weighing	称	-	
envelope	信封	-	
postal code	邮编	-	
staff	工作人员	-	
wait a moment; Wait a moment	稍等	-	
delivery	快递	-	
toilet paper	卫生纸	-	
pick up; get; taking; fetch	取	-	
detergent	洗衣液	-	
